COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
CHL,Chile,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,8.2,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,70.9,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,10.7,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,11.9,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.9,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,80.3,,
NOR,Norway,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,4.3,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,8.3,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,66.7,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,17.7,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,5.4,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,50.7,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,87.5,,
ITA,Italy,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,30.5,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,7.5,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,70.7,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,86.9,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,30,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.6,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,57.9,,
NLD,Netherlands,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,62.5,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,4.9,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,80.7,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,77.7,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,47.4,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,23.9,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,71.3,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,53.9,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,65.7,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,18.1,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,3,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,7.1,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,25.8,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,76,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,64.8,,
MEX,Mexico,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,35.2,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,65.6,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,44.8,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,29.3,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,6,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,78,,
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.6,E,Estimated value
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,90.6,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,50.4,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,65.2,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,57.6,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,23.8,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,54,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,9.5,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,5.4,,
KOR,Korea,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,18.4,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,6.5,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,81.2,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,8.5,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,22.8,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,21.4,,
NLD,Netherlands,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,4.8,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,14.4,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,78.2,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,34.2,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,20.9,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,25.4,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,12.1,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,5.8,,
IRL,Ireland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,15.5,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.4,,
EST,Estonia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,77.5,,
ISR,Israel,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,57.1,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,8.1,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,4.8,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,76.8,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,6.3,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,5,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,16,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,17.2,,
CHL,Chile,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,16.7,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,4.1,,
ESP,Spain,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,64.7,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,3.9,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,44.9,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,54.2,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,20.7,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,78.9,,
EST,Estonia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,61,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,4.3,,
SVN,Slovenia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,42.6,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,78.9,,
JPN,Japan,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,8.2,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,56.3,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,75.8,,
SVK,Slovak Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,81.2,,
EST,Estonia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,12.4,,
GBR,United Kingdom,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,5.4,,
ISR,Israel,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,3.9,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,61.3,,
MEX,Mexico,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,9.8,,
SVN,Slovenia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,30.9,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,22.8,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,6.2,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,60.2,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,15.1,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,19.4,,
POL,Poland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,52.4,,
USA,United States,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,45.1,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,2.9,,
FRA,France,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,77.8,,
SWE,Sweden,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,74.5,,
LUX,Luxembourg,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,29.3,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,20,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,15.7,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,25.1,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,49.2,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,12.5,,
NZL,New Zealand,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,6.7,,
USA,United States,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,9.4,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,44.1,,
EST,Estonia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,36.5,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,8.7,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,41.7,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,56.3,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,49.3,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,7.7,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,6.8,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,69.6,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,22,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,29.5,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,15,,
KOR,Korea,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,3.9,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,56,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,7.2,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,29.2,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,51.1,,
GBR,United Kingdom,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,49.1,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,73.7,,
PRT,Portugal,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,58.1,,
ZAF,South Africa,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,23.4,,
SVK,Slovak Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,14.1,,
PRT,Portugal,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,8.1,,
TUR,Turkey,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,5564,55-64,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,17.1,,
ESP,Spain,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,42,,
SWE,Sweden,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q3-2010,Q3-2010,PC,Percentage,0,Units,,,6.6,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1524,15-24,Q4-2010,Q4-2010,PC,Percentage,0,Units,,,61.7,,
NZL,New Zealand,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1524,15-24,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,47.1,,
SVN,Slovenia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,7,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,76.4,,
TUR,Turkey,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,9.9,,
POL,Poland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2010,Q1-2010,PC,Percentage,0,Units,,,8,,
SVN,Slovenia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,7,,
CHL,Chile,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,5564,55-64,Q2-2010,Q2-2010,PC,Percentage,0,Units,,,76.7,,
